,id,name,metacritic,released_year,platforms,developers,genres,publishers
69721,16563,Prime World: Defenders,58.0,2013,"PC, Android, iOS, Nintendo Switch",Nival Interactive,"RPG, Strategy, Casual, Indie",Nival
69794,1657,Tumblestone,91.0,2016,"macOS, Linux, PC, iOS, Xbox One, Wii U, Nintendo Switch, PlayStation 4",The Quantum Astrophysicists Guild,"Action, Strategy, Casual, Indie, Puzzle",The Quantum Astrophysicists Guild
69837,16574,Stellar Impact,74.0,2011,PC,"Headup Games, Tindalos Interactive","Action, Strategy, Indie",Headup Games
69903,16580,Roche Fusion,85.0,2015,PC,amulware,"Action, Casual, Indie",amulware
70261,16614,Drox Operative,74.0,2012,"Linux, PC, macOS",Soldak Entertainment,"Action, RPG, Indie",Soldak Entertainment
70412,16628,Tormentum - Dark Sorrow,72.0,2015,"iOS, Android, PC, macOS",OhNoo Studio,"Adventure, Casual, Indie, Puzzle",OhNoo Studio
70608,16646,Din's Curse,76.0,2010,"Linux, PC, macOS",Soldak Entertainment,"Action, RPG, Indie",Soldak Entertainment
70619,16647,Depths of Peril,79.0,2007,"PC, Linux, macOS",Soldak Entertainment,"Action, RPG, Strategy, Indie",Soldak Entertainment
70641,16649,Serious Sam 2,74.0,2005,"PC, Xbox",Croteam,"Action, Indie",Devolver Digital
70796,16664,Worlds of Magic,52.0,2015,"Linux, macOS, PC",Wastelands Interactive,"RPG, Strategy",Wastelands Interactive
70838,16668,Fallen Enchantress: Legendary Heroes,80.0,2013,PC,Stardock Entertainment,"RPG, Strategy, Indie",Stardock Entertainment
70882,16672,Comanche 4,74.0,2001,PC,NovaLogic,"Action, Simulation","THQ Nordic, NovaLogic"
70913,16675,To End All Wars,71.0,2014,PC,Ageod,"Strategy, Simulation",Slitherine
70933,16677,Arx Fatalis,77.0,2002,"PC, Xbox, Linux, macOS",Arkane Studios,"Action, Adventure, RPG",Arkane Studios
70967,16680,Vietnam ‘65,81.0,2015,PC,Every Single Soldier,Strategy,Slitherine
71000,16683,Zeno Clash,77.0,2009,"PC, Xbox 360",ACE Team,"Action, Shooter, Adventure, Indie","Atlus, Tripwire Interactive, Iceberg Interactive, ACE Team"
71096,16692,Sins of a Solar Empire: Trinity,87.0,2011,PC,"Stardock Entertainment, Ironclad Games",Strategy,Stardock Entertainment
71117,16694,The Corporate Machine,80.0,2015,PC,Stardock Entertainment,"Strategy, Simulation",Stardock Entertainment
71158,16698,Homeworld: Deserts of Kharak,79.0,2016,"macOS, PC","Gearbox Software, Blackbird Interactive",Strategy,Gearbox Software
71181,1670,Shadowrun: Dragonfall - Director's Cut,87.0,2014,"Android, Linux, PC, macOS, iOS",Harebrained Schemes,"Adventure, RPG, Strategy, Indie","Paradox Interactive, Harebrained Holdings, Harebrained Schemes"
71182,16700,The Night of the Rabbit,75.0,2013,"PC, macOS",Daedalic Entertainment,"Adventure, Indie",Daedalic Entertainment
71202,16702,Universe Sandbox,83.0,2011,"Linux, macOS, PC",Giant Army,"Simulation, Casual, Indie",Giant Army
71224,16704,A Bird Story,66.0,2014,"Linux, macOS, PC",Freebird Games,"Action, Adventure, RPG, Indie",Freebird Games
71277,16709,Decay: The Mare,60.0,2015,"macOS, iOS, Linux, PC, Xbox One","Daedalic Entertainment, Shining Gate Software","Adventure, Indie, Puzzle",Daedalic Entertainment
71300,16711,Blackguards 2,74.0,2015,"PC, macOS, PlayStation 4, Xbox One","Daedalic Entertainment, Kalypso Media","Adventure, RPG, Strategy, Indie",Daedalic Entertainment
71355,16716,Gomo,50.0,2013,"iOS, PC, macOS","Daedalic Entertainment, Fishcow Studio","Adventure, Indie, Puzzle",Daedalic Entertainment
71365,16717,Fire,64.0,2015,"Linux, PC, macOS",Daedalic Entertainment,"Adventure, Casual, Indie","Daedalic Entertainment, EuroVideo Medien"
71376,16718,Munin,68.0,2014,"macOS, iOS, Linux, PC","Daedalic Entertainment, Gojira","Adventure, Arcade, Casual, Indie, Puzzle",Daedalic Entertainment
71387,16719,Pandora: First Contact,68.0,2013,"PC, Linux, macOS",Proxy Studios,"Strategy, Simulation",Slitherine
71419,16722,Polaris Sector,76.0,2016,PC,SoftWarWare,"Strategy, Simulation",Slitherine
71429,16723,Gunpoint,83.0,2013,"Linux, PC, macOS",Suspicious Developments,"Action, Strategy, Indie",Suspicious Developments
71440,16724,Pride of Nations,70.0,2011,PC,Ageod,"Strategy, Simulation",Slitherine
71608,16740,Delta Force: Land Warrior,74.0,2000,PC,NovaLogic,Action,"THQ Nordic, NovaLogic"
71618,16741,Delta Force: Task Force Dagger,51.0,2002,PC,NovaLogic,Action,"THQ Nordic, NovaLogic"
71627,16742,Delta Force: Xtreme,65.0,2005,PC,NovaLogic,Action,"THQ Nordic, NovaLogic"
71637,16743,Delta Force: Black Hawk Down,77.0,2003,"PlayStation 2, Xbox, macOS, PC","Aspyr Media, Rebellion, NovaLogic, Climax Group","Action, Shooter","Aspyr, NovaLogic"
71679,16747,Demigod,76.0,2011,PC,Gas Powered Games,"Action, RPG, Strategy",Stardock Entertainment
71700,16749,Concursion,66.0,2014,"PC, macOS",Puuba,"Action, Indie",Puuba
71711,16750,The Weaponographist,58.0,2015,"PC, macOS",Puuba,"Action, RPG, Indie",Puuba
71833,16761,Stick it to The Man!,83.0,2013,"Web, Nintendo Switch, PlayStation 3, Wii U, Xbox One, PlayStation 4, PS Vita, PC, macOS","Zoink!, tgarr0","Action, Adventure, Indie, Platformer","Ripstone, Zoink Games"
71888,16766,Nether: Resurrected,57.0,2014,PC,Phosphor Games Studio,"Action, RPG, Simulation, Massively Multiplayer, Indie",Nether Productions
71919,16769,Twin Sector,49.0,2009,PC,DnS Development,"Action, Adventure",Headup Games
71931,16770,Qbeh-1: The Atlas Cube,72.0,2014,"PC, macOS",Liquid Flower,"Adventure, Casual, Indie",Digital Tribe
71993,16776,Dungeonland,67.0,2013,"PC, macOS",Critical Studio,"Action, Casual",Paradox Interactive
72037,16780,BIT.TRIP FATE,74.0,2010,"PC, macOS, Wii","Choice Provisions, Gaijin Games","Action, Arcade, Indie","Aksys Games, Choice Provisions, Gaijin Games"
72109,16787,Bully: Scholarship Edition,72.0,2008,"PC, iOS, Android, Wii, Xbox 360",Rockstar New England,"Action, Adventure",Rockstar Games
72142,16790,Fallen Earth Free2Play,71.0,2012,PC,Reloaded Productions,"RPG, Massively Multiplayer",Gamersfirst
72153,16791,Midnight Club 2,81.0,2003,"PlayStation 3, PC, PlayStation 2, Xbox","Sony Interactive Entertainment, Rockstar San Diego",Racing,Rockstar Games
72164,16792,Worms Reloaded,79.0,2010,"Linux, PC, macOS",Team17 Digital,Strategy,Team17 Digital
72283,16803,I Want To Be Human,53.0,2016,"PC, PlayStation 4","Rising Star Games, Sinclair Strange","Action, Indie",Rising Star Games
72294,16804,Kromaia,68.0,2014,"PC, PlayStation 4","Rising Star Games, Kraken Empire","Action, Shooter, Arcade, Indie",Rising Star Games
72390,16813,Mount & Blade,72.0,2008,PC,TaleWorlds Entertainment,"Action, RPG, Indie",TaleWorlds Entertainment
72433,16817,Mount & Blade: With Fire & Sword,68.0,2009,PC,"TaleWorlds Entertainment, Snowberry Connection, TaleWorlds, Студия ""СiчЪ""","Action, RPG","Paradox Interactive, TaleWorlds Entertainment"
72454,16819,Shadow Puppeteer,57.0,2014,"PC, Wii U",Sarepta studio,"Adventure, Indie",Snow Cannon Games
72465,1682,The Wolf Among Us,82.0,2013,"Android, PC, iOS, Xbox One, macOS, PS Vita, PlayStation 4, Xbox 360",Telltale Games,Adventure,Telltale Games
72466,16820,Distant Worlds: Universe,81.0,2014,PC,Code Force,"Strategy, Simulation",Slitherine
72520,16825,Blocks That Matter,72.0,2011,"macOS, Linux, PC",Swing Swing Submarine,"Action, Casual, Indie, Puzzle, Platformer",Swing Swing Submarine
72582,16831,TRI: Of Friendship and Madness,74.0,2014,"PC, Linux, macOS","Rat King, Rat King Entertainment","Adventure, Indie, Puzzle",Rising Star Games
72613,16834,The Marvellous Miss Take,69.0,2014,"macOS, PC",Wonderstruck,"Action, Adventure, Casual, Indie",Rising Star Games
72685,16841,Massive Assault Network 2,72.0,2009,PC,Wargaming.net,Strategy,Wargaming
72696,16842,Total Annihilation,86.0,2015,PC,Cavedog Entertainment,Strategy,Wargaming
72771,16849,Syder Arcade,76.0,2013,"Linux, macOS, PC",Studio Evil,"Action, Indie",Studio Evil
72783,16850,Krater,52.0,2012,"PC, macOS",Fatshark,"Action, Adventure, RPG, Strategy, Indie",Fatshark
72855,16857,Last Days of Old Earth,66.0,2016,PC,Auroch Digital,Strategy,Slitherine
72963,16867,Hatred,43.0,2015,PC,Destructive Creations,"Action, Shooter, Indie",Destructive Creations
73248,16894,Warlocks vs Shadows,68.0,2015,"macOS, Linux, PC, PlayStation 4","Teyon, Frozen District","Action, RPG, Indie",ONE MORE LEVEL
73259,16895,Goliath,57.0,2016,"PC, Xbox One","Whalebox, Whalebox Studio","Action, Adventure, RPG, Indie",Octopus Tree
73303,16899,Cross of the Dutchman,59.0,2015,"Linux, PC, macOS",Triangle Studios,"Action, Adventure, Indie",Triangle Studios
73347,16903,Jack Keane,69.0,2007,"PC, macOS","Deck13, Runesoft, Deck13 Interactive","Adventure, RPG","Kiss, Runesoft, Deck13"
73369,16905,Venetica - Gold Edition,61.0,2015,PC,Deck13,"Action, Adventure, RPG, Indie",Deck13
73475,16915,GT Legends,84.0,2005,PC,SimBin Studios,"Simulation, Sports, Racing","Libredia, SimBin"
73527,1692,Crimsonland,68.0,2003,"Android, Linux, macOS, PC, iOS, Xbox One, PlayStation 3, PS Vita, PlayStation 4, Nintendo Switch","10tons, 10 Tons","Action, Shooter, RPG, Indie","10tons, 10 Tons"
73549,16922,RACE 07,83.0,2007,PC,SimBin,Racing,SimBin
73592,16926,RACE Injection,72.0,2011,PC,SimBin Studios,Racing,"Libredia, SimBin, RaceRoom Entertainment"
73625,16929,Unity of Command: Stalingrad Campaign,84.0,2012,"Linux, PC, macOS",2x2 Games,"Strategy, Indie","Dvaput, 2x2 Games"
73698,16936,Dracula Origin,70.0,2008,PC,Frogwares,Adventure,Frogwares
73769,16943,Megabyte Punch,69.0,2013,"Nintendo Switch, Linux, PC, macOS","Team Reptile, Reptile Games","Action, Adventure, Indie","Team Reptile, Reptile Games"
73780,16944,The Witcher 2: Assassins of Kings Enhanced Edition,88.0,2012,"PC, Xbox 360",CD PROJEKT RED,RPG,"1C-SoftClub, CD PROJEKT RED"
73810,16947,AR-K: The Great Escape,78.0,2015,"macOS, Linux, PC",Gato Salvaje,"Adventure, Indie",Gato Salvaje
73821,16948,Lethal League,82.0,2014,"macOS, Linux, PC, Xbox One, PlayStation 4","Team Reptile, Reptile Games","Action, Sports, Indie",Team Reptile
73842,1695,Giant Boulder of Death,72.0,2013,"Android, iOS","[adult swim], [adult swim] games","Action, Arcade, Casual",Turner Broadcasting System
73854,16951,Kyn,58.0,2015,PC,Tangrin Entertainment,"Action, Adventure, RPG, Indie",Versus Evil
73865,16952,A Valley Without Wind,54.0,2012,"PC, Linux, macOS",Arcen Games,"Action, Adventure, Arcade, Indie",Arcen Games
73876,16953,DG2: Defense Grid 2,81.0,2014,"macOS, PC, Linux",Hidden Path Entertainment,"Strategy, Indie",505 Games
73887,16954,A Valley Without Wind 2,68.0,2013,"Linux, PC, macOS",Arcen Games,"Action, Adventure, Strategy, Arcade, Indie",Arcen Games
73907,16956,Shattered Haven,59.0,2013,"Linux, PC, macOS",Arcen Games,"Action, Adventure, Indie",Arcen Games
73918,16957,Skyward Collapse,64.0,2013,"Linux, macOS, PC",Arcen Games,"Strategy, Simulation, Indie",Arcen Games
73940,16959,Tidalis,75.0,2010,"Linux, macOS, PC",Arcen Games,"Casual, Indie",Arcen Games
73961,16961,Space Hack,63.0,2014,PC,Rebelmind,"Action, Indie",Meridian4
74046,16969,Offspring Fling!,79.0,2012,"PC, macOS",Kyle Pulver,"Adventure, Indie",Kyle Pulver
74069,16971,The Floor is Jelly,83.0,2014,"PC, macOS",Ian Snyder,Indie,Ian Snyder
74151,16979,Magical Eyes - Red is for Anguish,77.0,2016,PC,"Fruitbat Factory, Pomera Studios","Action, Adventure, Indie",Fruitbat Factory
74196,16983,Sora,74.0,2016,PC,Orange_Juice,"Action, Indie",Fruitbat Factory
74218,16985,Super Splatters,73.0,2013,"Linux, PC, macOS",SpikySnail,"Action, Casual, Indie",SpikySnail
74436,17005,PuzzleQuest: Challenge of the Warlords,84.0,2007,"PC, Nintendo DS, PlayStation 4, PlayStation 3, PSP, PS Vita, Wii","Vicious Cycle Software, Infinite Interactive, D3 Publisher of America","Casual, Puzzle","D3Publisher, D3Publisher of America, 1st Playable Productions"
74488,17010,Kentucky Route Zero,81.0,2020,"macOS, PC, Nintendo Switch, Linux",Cardboard Computer,"Adventure, Indie","Annapurna Interactive, Cardboard Computer"
74510,17012,Lucius II,48.0,2015,"Linux, PC",Shiver Games,"Action, Adventure, Simulation, Indie",Shiver Games
74521,17013,Lucius,59.0,2012,PC,Shiver Games,"Action, Adventure, Indie",Shiver Games
74585,17019,March of the Living,63.0,2016,"PC, macOS",Machine 22,"Adventure, Strategy, Indie",Creaky Corpse
74618,17022,Revenge of the Titans,79.0,2010,"Linux, PC, macOS",Puppygames,"Action, Strategy, Indie",Puppy Games
74651,17025,The Way,67.0,2016,"Nintendo Switch, Linux, PC, macOS, Xbox One",Puzzling Dream,"Action, Adventure, Indie, Puzzle, Platformer",PlayWay
74762,17035,Planet of the Eyes,66.0,2015,"macOS, PC, PlayStation 4, Xbox One",Cococucumber,"Action, Adventure, Indie",Cococucumber
74784,17037,Monaco: What's Yours Is Mine,83.0,2013,"PC, Linux, macOS, Xbox 360",Pocketwatch Games,"Action, Strategy, Casual, Indie","Majesco Entertainment, Pocketwatch Games"
74814,17040,Face Noir,59.0,2012,PC,Mad Orange,"Adventure, Indie",Phoenix Online Publishing
74864,17045,Quest for Infamy,63.0,2014,"macOS, PC, Linux",Infamous Quests,"Adventure, RPG, Indie","Phoenix Online Publishing, Infamous Quests"
74875,17046,Supreme League of Patriots,56.0,2015,"macOS, Linux, PC",No Bull Intentions,"Adventure, Indie",Phoenix Online Publishing
74982,17056,Gratuitous Space Battles,72.0,2009,"PC, macOS, Linux",Positech Games,"Strategy, Simulation, Indie",Positech Games
75004,17058,Gratuitous Tank Battles,69.0,2012,"PC, macOS",Positech Games,"Strategy, Simulation, Indie",Positech Games
75109,17068,Wayward Manor,41.0,2014,"PC, macOS",Moonshark,"Adventure, Casual, Indie",Moonshark
75226,17079,Disney Alice in Wonderland,63.0,2010,"PC, Wii, Nintendo DS","Etranges Libellules, Etranges Libellules Studios","Action, Adventure",Disney Interactive
75247,17081,The Banner Saga: Factions,67.0,2013,"macOS, PC",Stoic,"Adventure, RPG, Strategy, Indie","Versus Evil, Stoic"
75257,17082,INK,68.0,2015,"macOS, Linux, PC, Xbox One, PlayStation 4, Nintendo Switch","Digerati Distribution, ZackBellGames, kittehface, Spaceboy","Action, Adventure, Indie","Digerati, ZackBellGames"
75311,17087,The Tiny Bang Story,63.0,2011,"Android, iOS, Nintendo Switch, PC, Linux, macOS",Colibri Games,"Adventure, Casual, Family, Indie, Puzzle",Colibri Games
75332,17089,Unrest,65.0,2014,"Linux, PC, macOS","Pyrodactyl, Pyrodactyl Games","Adventure, RPG, Indie",Kiss
75354,17091,NEON STRUCT,62.0,2015,"Linux, PC, macOS",Minor Key Games,"Action, Indie",Minor Key Games
75376,17093,Chroma Squad,75.0,2015,"Nintendo Switch, iOS, Android, Linux, PC, macOS, PlayStation 4, Xbox One","BANDAI NAMCO Entertainment America, Behold Studios","RPG, Strategy, Indie","Plug In Digital, BANDAI NAMCO Entertainment America, Behold Studios"
75387,17094,Dungeons of Dredmor,79.0,2011,"PC, macOS, Linux",Gaslamp Games,"RPG, Indie",Gaslamp Games
75418,17097,Goetia,79.0,2015,"Xbox One, iOS, macOS, Linux, PC, Nintendo Switch","Forever Entertainment, Sushee","Adventure, Indie","Square Enix, Forever Entertainment"
75473,17102,Dominique Pamplemousse,62.0,2014,"PC, macOS",Squinkifer Productions,"Adventure, Indie",Squinkifer Productions
75660,17120,Analogue: A Hate Story,62.0,2012,"PC, Linux, macOS",Love Conquers All Games,Indie,Love Conquers All Games
75671,17121,Rise of the Triad,67.0,2013,PC,Interceptor Entertainment,"Action, Shooter",Apogee Software
75680,17122,Crazy Machines 2,72.0,2007,PC,Fakt Software,"Strategy, Casual",Viva Meda
75723,17126,Torchlight II,88.0,2012,"PC, macOS, Linux, Xbox One, Nintendo Switch, PlayStation 4","Runic Games, Perfect World Entertainment","Action, RPG","Perfect World Entertainment, Runic Games, Perfect World"
75733,17127,Torchlight,83.0,2009,"Xbox One, PC, macOS, Xbox 360, Linux",Runic Games,"Action, RPG","Microsoft Studios, Perfect World Entertainment, Runic Games, JoWooD Entertainment"
75765,1713,OlliOlli,78.0,2014,"macOS, Android, Linux, PC, iOS, Xbox One, PlayStation 3, PlayStation 4, PS Vita, Nintendo 3DS, Wii U","Devolver Digital, Carbon, General Arcade, Roll7","Action, Sports, Arcade, Indie, Platformer","Devolver Digital, Curve Digital, GHI Media"
76064,17158,PAC-MAN CHAMPIONSHIP EDITION 2,77.0,2016,"PC, PlayStation 4, Xbox One, Nintendo Switch",Bandai Namco Entertainment,"Arcade, Casual",Bandai Namco Entertainment
76087,17160,The Great Escape,54.0,2003,"PC, PlayStation 2, Xbox","Ocean Software, XiNFiNiTY Games","Action, Adventure, Strategy, Simulation, Casual, Indie","Piko Interactive, Classics Digital, OtakuMaker.com"
76182,17169,The Ship: Murder Party,76.0,2006,PC,Outerlight,"Action, RPG, Indie",Blazing Griffin
76231,17174,Resident Evil Revelations 2 / Biohazard Revelations 2,72.0,2015,"PC, Nintendo Switch, Xbox One, PlayStation 4, Xbox 360, PlayStation 3, PS Vita","Capcom, Sony Computer Entertainment America","Action, Adventure",Capcom
76370,17187,Champions Online,72.0,2011,PC,Cryptic Studios,"RPG, Massively Multiplayer",Perfect World Entertainment
76835,17230,Skyshine's BEDLAM,67.0,2015,"PC, macOS",Skyshine Games,"Action, Strategy, Indie",Versus Evil
77064,17251,Fist Puncher,73.0,2013,"Linux, macOS, Android, PC",Team2Bit,"Action, Fighting, Indie","Adult Swim Games, Team2Bit"
77075,17252,Deadlight,78.0,2012,"PC, Xbox 360",Tequila Works,"Action, Indie, Platformer",Microsoft Studios
77393,17282,Anno 2205,72.0,2015,PC,Blue Byte,"Strategy, Simulation",Ubisoft Entertainment
77511,17293,Scourge: Outbreak,40.0,2013,"Xbox 360, macOS, PC",Tragnarion Studios,"Action, Shooter, Indie","Bitbox, UFO Interactive Games"
77533,17295,Enclave,71.0,2002,"PC, macOS, Linux",Starbreeze Studios,"Action, Adventure, RPG",TopWare Interactive
77876,17327,SYMMETRY,58.0,2018,"PlayStation 4, PC, macOS, Nintendo Switch, Xbox One","IMGN.PRO, IMAGINATION, Sleepless Clinic","Adventure, Strategy, Simulation","IMGN.PRO, Imagination"
77984,17337,Contagion,62.0,2013,PC,Monochrome,"Action, Adventure, Indie",Monochrome
78014,1734,LA Cops,45.0,2015,"PC, macOS, Xbox One, PlayStation 4","Team17 Digital, Modern Dream","Action, Adventure, Strategy, Indie",Team17 Digital
78145,17352,Killing Floor,72.0,2009,"Linux, PC, macOS",Tripwire Interactive,Action,Tripwire Interactive
78185,17356,Orcs Must Die! 2,83.0,2012,PC,Robot Entertainment,"Action, Strategy, Indie",Robot Entertainment
78196,17357,Orcs Must Die!,83.0,2011,"PC, Xbox 360",Robot Entertainment,"Action, Strategy, Indie","Microsoft Studios, Robot Entertainment"
78361,17372,Symphony,75.0,2012,"Linux, macOS, PC",Empty Clip Studios,"Action, Shooter, Arcade, Casual, Indie",Empty Clip Studios
78372,17373,Strike Suit Zero,66.0,2013,"Android, Linux, macOS, PC, Xbox One",Born Ready Games,"Action, Simulation, Indie",Born Ready Games
78394,17375,Gravity Ghost,75.0,2015,"Linux, PC, macOS",Ivy Games,Indie,Ivy Games
78405,17376,Might & Magic: Heroes VI,77.0,2011,PC,"Black Hole Entertainment, Blackhole","RPG, Strategy",Ubisoft Entertainment
78416,17377,East India Company,67.0,2009,PC,Nitro Games,Strategy,Nitro Games
78448,17380,Sid Meier's Civilization III Complete,90.0,2001,PC,Firaxis,"Strategy, Simulation","2K Games, Infogrames"
78501,17385,Konung 2,35.0,2003,PC,1C Company,"Adventure, RPG, Strategy","1C Company, Got Game Entertainment"
78663,1740,ZHEROS,58.0,2016,"PlayStation 4, PC, Xbox One",Rimlight Studios,"Action, Indie",Rimlight Studios
78804,17413,"War, the Game",65.0,2015,PC,GabberGames.com,"Strategy, Indie",GabberGames.com
78846,17417,"Cook, Serve, Delicious! 2!!",74.0,2017,"macOS, PC, Linux, Xbox One, Nintendo Switch, PlayStation 4",Vertigo Gaming,"Action, Strategy, Simulation, Indie",Vertigo Gaming
78856,17418,Shad'O,68.0,2012,PC,Okugi Studio,"Action, Strategy, Indie","The Digital Lounge, Okugi Sudio"
78985,1743,MASSIVE CHALICE,73.0,2015,"Linux, PC, macOS, Xbox One",Double Fine Productions,"Action, Strategy, Indie",Double Fine Productions
79026,17434,Armed and Dangerous,78.0,2003,"PC, Xbox","Lucasfilm, Planet Moon Studios","Action, Shooter","Disney Interactive, LucasArts Entertainment"
79079,17439,Warlock 2: The Exiled,73.0,2014,"PC, Linux, macOS",Ino-Co Plus,Strategy,Paradox Interactive
79090,1744,Whispering Willows,64.0,2013,"PC, Linux, macOS, iOS, Xbox One, Wii U, PS Vita, PlayStation 4, Nintendo Switch","Abstraction Games, LOOT™ Interactive, Akupara Games, Night Light Interactive","Adventure, Indie, Puzzle, Platformer","Akupara Games, Abstraction Games, Night Light Interactive"
79200,17450,Earth 2160,73.0,2005,"PC, Linux, macOS",Reality Pump Studios,Strategy,"TopWare Interactive, ACE"
79317,17461,Blood Alloy: Reborn,48.0,2016,PC,Suppressive Fire Games,"Action, Indie",Nkidu Games
79328,17462,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,79.0,2015,"PC, PlayStation 4","XSEED JKS, SANDLOT",Action,D3 PUBLISHER
79624,1749,Dark Fear,66.0,2015,"Android, PC, iOS","A Majothi, Arif Games","Adventure, RPG, Indie","A Majothi, Arif Games"
79806,17507,Guardians of Middle-earth,56.0,2012,"PC, Xbox 360","Monolith Productions, Zombie Studios","Action, Strategy",Warner Bros. Interactive
79903,17516,Orbital Gear,59.0,2014,"Linux, PC, macOS",Night Node,"Action, Simulation, Indie",Night Node
79913,17517,Convoy,72.0,2015,"Linux, macOS, PC",Convoy Games,"Action, Adventure, RPG, Strategy, Indie",Indietopia Games
79935,17519,Citadels,20.0,2013,PC,Games Distillery,"Action, Strategy","THQ Nordic, HandyGames"
79967,17522,Miasmata,76.0,2012,PC,IonFX Studios,"Action, Adventure, Indie",IonFX Studios
79988,17524,FRACT OSC,75.0,2014,"macOS, PC",Phosfiend Systems,"Adventure, Indie, Puzzle",Phosfiend Systems
80031,17528,Chronology,70.0,2014,PC,"Bedtime Digital Games, Osao Games","Adventure, Indie, Puzzle, Platformer","4EversGames, Bedtime Digital Games, Osao Games"
80040,17529,BeatBlasters III,56.0,2014,"Linux, macOS, PC",Chainsawesome Games,"Action, Indie",Chainsawesome Games
80105,17535,Kairo,76.0,2013,"Linux, PC, macOS",Locked Door Puzzle,"Adventure, Indie",Lupus Studios
80115,17536,Sniper: Ghost Warrior,55.0,2010,"iOS, PC, Android, Xbox 360","CI Games, City Interactive, City Interactive S.A","Action, Shooter","CI Games, City Interactive"
80159,17540,Injustice: Gods Among Us Ultimate Edition,80.0,2013,"PC, PS Vita, PlayStation 4, Xbox 360, PlayStation 3","NetherRealm Studios, High Voltage Software, Armature Studio","Action, Arcade, Fighting",Warner Bros. Interactive
80192,17543,The LEGO Movie - Videogame,72.0,2014,"PC, macOS, iOS, Nintendo 3DS, Wii U, PS Vita, PlayStation 4, PlayStation 3, Xbox One, Xbox 360","Feral Interactive, Warner Bros. Interactive, Traveller's Tales, TT Fusion","Action, Adventure, Family",Warner Bros. Interactive
80212,17545,Assassin’s Creed Rogue,74.0,2014,"Nintendo Switch, PC, Xbox 360, PlayStation 3, PlayStation 4, Xbox One","Ubisoft, Ubisoft Kiev, Ubisoft Sofia","Action, Adventure",Ubisoft Entertainment
80223,17546,Oblitus,69.0,2015,PC,Connor Ullmann,"Action, Adventure, Indie",Adult Swim Games
80289,17552,Supreme Ruler: Cold War,63.0,2011,PC,BattleGoat Studios,Strategy,BattleGoat Studios
80329,17556,Zuma Deluxe,78.0,2004,"PC, PlayStation 3, Xbox 360, macOS","PopCap Games, Oberon Media","Casual, Puzzle","PopCap Games, Oberon Media"
80350,17558,Trials Evolution: Gold Edition,85.0,2013,PC,Ubisoft Shanghai,"Action, Racing",Ubisoft Entertainment
80403,17563,Shadowgrounds Survivor,79.0,2007,"PC, macOS",Frozenbyte,"Action, Shooter",Frozenbyte
80414,17564,Shadowgrounds,74.0,2005,"macOS, PC",Frozenbyte,"Action, Shooter",Frozenbyte
80478,1757,Reigns,77.0,2016,"iOS, PC, macOS, Android, Linux","Devolver Digital, Nerial","Adventure, RPG, Simulation, Card, Indie","Devolver Digital, GHI Media"
80500,17572,Batman: Arkham Asylum Game of the Year Edition,91.0,2010,"PC, PlayStation 3, Xbox 360","Feral Interactive, Rocksteady Studios","Action, Adventure, Platformer","Square Enix, Warner Bros. Interactive"
80511,17573,Capsized,80.0,2011,"Linux, PC, macOS, Xbox 360","Alientrap, Alientrap Games, IndiePub","Action, Adventure, Indie, Platformer","Bandai Namco Entertainment, Alientrap, Alientrap Games"
80533,17575,Defense Grid: The Awakening,81.0,2008,"Xbox 360, PC",Hidden Path Entertainment,"Strategy, Indie",Hidden Path Entertainment
80544,17576,Batman: Arkham City - Game of the Year Edition,91.0,2012,"Xbox 360, PC, PlayStation 4, Xbox One, macOS","Feral Interactive, Rocksteady Studios","Action, Adventure","Feral Interactive, Warner Bros. Interactive"
80587,17580,Redshirt,62.0,2013,"PC, Linux, macOS",The Tiniest Shark,"Adventure, RPG, Strategy, Simulation, Indie","Positech Games, Positech"
80598,17581,Into the Stars,61.0,2016,PC,Fugitive Games,"Action, Adventure, Strategy, Simulation, Indie",Iceberg Interactive
80661,17587,Men of War: Condemned Heroes,57.0,2012,PC,1C-SoftClub,"Action, Strategy",1C Company
80692,17590,Devil Daggers,83.0,2016,"macOS, Linux, PC",Sorath,"Action, Indie",Sorath
80702,17591,Fray: Reloaded Edition,27.0,2012,PC,Brain Candy,"Action, Strategy, Indie",Brain Candy
80712,17592,Guncraft,73.0,2013,PC,Exato Games Studio,"Action, Indie",Reverb Triple XP
80766,17597,Ikaruga,84.0,2001,"Xbox One, PC, Dreamcast, GameCube, Xbox 360, Nintendo Switch, PlayStation 4","TREASURE Co.,Ltd.","Action, Shooter, Indie","SEGA, Atari, Nicalis, ESP Software, Treasure"
80797,17600,Sniper: Ghost Warrior 2,52.0,2013,"PC, Xbox 360, PlayStation 3","4EversGames, City Interactive","Action, Shooter","CI Games, City Interactive"
80819,17602,The Magic Circle,79.0,2015,"macOS, Linux, PC",Question,"Action, Adventure, Strategy, Simulation, Indie",Question
80841,17604,Return to Castle Wolfenstein,88.0,2001,PC,"id Software, Gray Matter Studios","Action, Shooter","Bethesda Softworks, id Software"
80863,17606,Ace Combat Assault Horizon - Enhanced Edition,77.0,2013,PC,"NAMCO, Project Aces","Action, Simulation",Bandai Namco Entertainment
80874,17607,The Showdown Effect,67.0,2013,"PC, macOS",Arrowhead Game Studios,Action,Paradox Interactive
80885,17608,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,75.0,2012,PC,Opus,"Action, RPG, Casual",Marvelous
